"Destinos,""Indicadores"",""Orixe dos viaxeiros"",""CodTempo"",""Tempo"",""DatoN"",""DatoT"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",1.44,""1,44"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.35,""0,35"""
"Costa da Morte,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.73,""0,73"""
"Deza - Tabeir—s,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.34,""0,34"""
"Ferrolterra,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.55,""0,55"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.74,""0,74"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.60,""0,60"""
"Mari–a Lucense,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",1.35,""1,35"""
"O Ribeiro,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.60,""0,60"""
"R’a de Arousa,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",2.56,""2,56"""
"R’a de Muros e Noia,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.62,""0,62"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.61,""0,61"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.64,""0,64"""
"Ribeira Sacra,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",1.29,""1,29"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.54,""0,54"""
"Terras de Santiago,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",1.80,""1,80"""
"Ver’n - Viana,""Indicador Poboaci—n (1)"",""Todas"",2015,""2015"",0.46,""0,46"""
"Galicia,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",3.37,""3,37"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.77,""2,77"""
"Ancares - Courel,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",5.24,""5,24"""
"Celanova - Limia,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",1.28,""1,28"""
"Costa da Morte,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.68,""2,68"""
"Deza - Tabeir—s,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",1.24,""1,24"""
"Ferrolterra,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.00,""2,00"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.69,""2,69"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.18,""2,18"""
"Mari–a Lucense,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",4.91,""4,91"""
"O Ribeiro,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.20,""2,20"""
"R’a de Arousa,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",9.34,""9,34"""
"R’a de Muros e Noia,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.27,""2,27"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.21,""2,21"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",2.32,""2,32"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",4.69,""4,69"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",1.98,""1,98"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",6.57,""6,57"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""Todas"",2015,""2015"",1.69,""1,69"""
"Galicia,""Indicador Estacional (1)"",""Todas"",2015,""2015"",38.2,""38,2"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""Todas"",2015,""2015"",31.8,""31,8"""
"Ancares - Courel,""Indicador Estacional (1)"",""Todas"",2015,""2015"",32.7,""32,7"""
"Celanova - Limia,""Indicador Estacional (1)"",""Todas"",2015,""2015"",30.5,""30,5"""
"Costa da Morte,""Indicador Estacional (1)"",""Todas"",2015,""2015"",40.8,""40,8"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""Todas"",2015,""2015"",37.0,""37,0"""
"Ferrolterra,""Indicador Estacional (1)"",""Todas"",2015,""2015"",40.2,""40,2"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""Todas"",2015,""2015"",28.5,""28,5"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""Todas"",2015,""2015"",27.4,""27,4"""
"Mari–a Lucense,""Indicador Estacional (1)"",""Todas"",2015,""2015"",48.8,""48,8"""
"O Ribeiro,""Indicador Estacional (1)"",""Todas"",2015,""2015"",25.3,""25,3"""
"R’a de Arousa,""Indicador Estacional (1)"",""Todas"",2015,""2015"",55.4,""55,4"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""Todas"",2015,""2015"",64.1,""64,1"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (1)"",""Todas"",2015,""2015"",38.4,""38,4"""
"R’a e Terras de Pontevedra,""Indicador Estacional (1)"",""Todas"",2015,""2015"",39.1,""39,1"""
"Ribeira Sacra,""Indicador Estacional (1)"",""Todas"",2015,""2015"",30.8,""30,8"""
"Terras de Ourense e Allariz,""Indicador Estacional (1)"",""Todas"",2015,""2015"",23.1,""23,1"""
"Terras de Santiago,""Indicador Estacional (1)"",""Todas"",2015,""2015"",29.0,""29,0"""
"Ver’n - Viana,""Indicador Estacional (1)"",""Todas"",2015,""2015"",24.3,""24,3"""
"Galicia,""Indicador Estacional (2)"",""Todas"",2015,""2015"",0.2,""0,2"""
"A Coru–a e As Mari–as,""Indicador Estacional (2)"",""Todas"",2015,""2015"",0.6,""0,6"""
"Ancares - Courel,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-3.1,""-3,1"""
"Celanova - Limia,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-0.1,""-0,1"""
"Costa da Morte,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-0.8,""-0,8"""
"Deza - Tabeir—s,""Indicador Estacional (2)"",""Todas"",2015,""2015"",2.6,""2,6"""
"Ferrolterra,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-2.9,""-2,9"""
"Lugo e a Terra Ch‡,""Indicador Estacional (2)"",""Todas"",2015,""2015"",1.2,""1,2"""
"Manzaneda - Trevinca,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-0.7,""-0,7"""
"Mari–a Lucense,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-1.2,""-1,2"""
"O Ribeiro,""Indicador Estacional (2)"",""Todas"",2015,""2015"",0.1,""0,1"""
"R’a de Arousa,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-0.2,""-0,2"""
"R’a de Muros e Noia,""Indicador Estacional (2)"",""Todas"",2015,""2015"",3.9,""3,9"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-0.1,""-0,1"""
"R’a e Terras de Pontevedra,""Indicador Estacional (2)"",""Todas"",2015,""2015"",-1.6,""-1,6"""
"Ribeira Sacra,""Indicador Estacional (2)"",""Todas"",2015,""2015"",0.4,""0,4"""
"Terras de Ourense e Allariz,""Indicador Estacional (2)"",""Todas"",2015,""2015"",0.7,""0,7"""
"Terras de Santiago,""Indicador Estacional (2)"",""Todas"",2015,""2015"",1.1,""1,1"""
"Ver’n - Viana,""Indicador Estacional (2)"",""Todas"",2015,""2015"",2.6,""2,6"""
"Galicia,""Noites"",""F—ra de Galicia"",2015,""2015"",6539153,""6.539.153"""
"A Coru–a e As Mari–as,""Noites"",""F—ra de Galicia"",2015,""2015"",850321,""850.321"""
"Ancares - Courel,""Noites"",""F—ra de Galicia"",2015,""2015"",75953,""75.953"""
"Celanova - Limia,""Noites"",""F—ra de Galicia"",2015,""2015"",26589,""26.589"""
"Costa da Morte,""Noites"",""F—ra de Galicia"",2015,""2015"",222362,""222.362"""
"Deza - Tabeir—s,""Noites"",""F—ra de Galicia"",2015,""2015"",53678,""53.678"""
"Ferrolterra,""Noites"",""F—ra de Galicia"",2015,""2015"",280307,""280.307"""
"Lugo e a Terra Ch‡,""Noites"",""F—ra de Galicia"",2015,""2015"",384358,""384.358"""
"Manzaneda - Trevinca,""Noites"",""F—ra de Galicia"",2015,""2015"",16263,""16.263"""
"Mari–a Lucense,""Noites"",""F—ra de Galicia"",2015,""2015"",259459,""259.459"""
"O Ribeiro,""Noites"",""F—ra de Galicia"",2015,""2015"",46445,""46.445"""
"R’a de Arousa,""Noites"",""F—ra de Galicia"",2015,""2015"",1176548,""1.176.548"""
"R’a de Muros e Noia,""Noites"",""F—ra de Galicia"",2015,""2015"",52317,""52.317"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""F—ra de Galicia"",2015,""2015"",797964,""797.964"""
"R’a e Terras de Pontevedra,""Noites"",""F—ra de Galicia"",2015,""2015"",341261,""341.261"""
"Ribeira Sacra,""Noites"",""F—ra de Galicia"",2015,""2015"",179098,""179.098"""
"Terras de Ourense e Allariz,""Noites"",""F—ra de Galicia"",2015,""2015"",161732,""161.732"""
"Terras de Santiago,""Noites"",""F—ra de Galicia"",2015,""2015"",1575667,""1.575.667"""
"Ver’n - Viana,""Noites"",""F—ra de Galicia"",2015,""2015"",38832,""38.832"""
"Galicia,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",221.1,""221,1"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",904,""904"""
"Ancares - Courel,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",35,""35"""
"Celanova - Limia,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",15,""15"""
"Costa da Morte,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",130,""130"""
"Deza - Tabeir—s,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",35,""35"""
"Ferrolterra,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",176,""176"""
"Lugo e a Terra Ch‡,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",90,""90"""
"Manzaneda - Trevinca,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",12,""12"""
"Mari–a Lucense,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",186,""186"""
"O Ribeiro,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",46,""46"""
"R’a de Arousa,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",1869,""1.869"""
"R’a de Muros e Noia,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",130,""130"""
"R’a de Vigo e Baixo Mi–o,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",495,""495"""
"R’a e Terras de Pontevedra,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",350,""350"""
"Ribeira Sacra,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",70,""70"""
"Terras de Ourense e Allariz,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",203,""203"""
"Terras de Santiago,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",520,""520"""
"Ver’n - Viana,""Indicador ‡rea"",""F—ra de Galicia"",2015,""2015"",22,""22"""
"Galicia,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",2585,""2.585"""
"A Coru–a e As Mari–as,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",4410,""4.410"""
"Ancares - Courel,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Celanova - Limia,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Costa da Morte,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",488,""488"""
"Deza - Tabeir—s,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Ferrolterra,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",586,""586"""
"Lugo e a Terra Ch‡,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Manzaneda - Trevinca,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Mari–a Lucense,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",989,""989"""
"O Ribeiro,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"R’a de Arousa,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",2375,""2.375"""
"R’a de Muros e Noia,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",365,""365"""
"R’a de Vigo e Baixo Mi–o,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",2725,""2.725"""
"R’a e Terras de Pontevedra,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",1640,""1.640"""
"Ribeira Sacra,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Terras de Ourense e Allariz,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Terras de Santiago,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Ver’n - Viana,""Indicador Costa"",""F—ra de Galicia"",2015,""2015"",,""-"""
"Galicia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.66,""0,66"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.55,""0,55"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",1.10,""1,10"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.16,""0,16"""
"Costa da Morte,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.51,""0,51"""
"Deza - Tabeir—s,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.21,""0,21"""
"Ferrolterra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.39,""0,39"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.54,""0,54"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.15,""0,15"""
"Mari–a Lucense,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.98,""0,98"""
"O Ribeiro,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.27,""0,27"""
"R’a de Arousa,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",1.68,""1,68"""
"R’a de Muros e Noia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.33,""0,33"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.42,""0,42"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.41,""0,41"""
"Ribeira Sacra,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.79,""0,79"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.30,""0,30"""
"Terras de Santiago,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",1.58,""1,58"""
"Ver’n - Viana,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2015,""2015"",0.31,""0,31"""
"Galicia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",2.40,""2,40"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.99,""1,99"""
"Ancares - Courel,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",4.00,""4,00"""
"Celanova - Limia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",0.58,""0,58"""
"Costa da Morte,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.87,""1,87"""
"Deza - Tabeir—s,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",0.76,""0,76"""
"Ferrolterra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.44,""1,44"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.99,""1,99"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",0.53,""0,53"""
"Mari–a Lucense,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",3.59,""3,59"""
"O Ribeiro,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",0.99,""0,99"""
"R’a de Arousa,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",6.13,""6,13"""
"R’a de Muros e Noia,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.22,""1,22"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.52,""1,52"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.50,""1,50"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",2.87,""2,87"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.08,""1,08"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",5.77,""5,77"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2015,""2015"",1.13,""1,13"""
"Galicia,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",39.7,""39,7"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",33.9,""33,9"""
"Ancares - Courel,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",37.5,""37,5"""
"Celanova - Limia,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",42.3,""42,3"""
"Costa da Morte,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",45.7,""45,7"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",46.9,""46,9"""
"Ferrolterra,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",39.5,""39,5"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",31.9,""31,9"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",30.5,""30,5"""
"Mari–a Lucense,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",53.8,""53,8"""
"O Ribeiro,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",29.5,""29,5"""
"R’a de Arousa,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",54.1,""54,1"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",65.3,""65,3"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",41.8,""41,8"""
"R’a e Terras de Pontevedra,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",41.0,""41,0"""
"Ribeira Sacra,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",34.7,""34,7"""
"Terras de Ourense e Allariz,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",28.7,""28,7"""
"Terras de Santiago,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",31.0,""31,0"""
"Ver’n - Viana,""Indicador Estacional (1)"",""F—ra de Galicia"",2015,""2015"",25.7,""25,7"""
"Galicia,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",0.4,""0,4"""
"A Coru–a e As Mari–as,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",1.9,""1,9"""
"Ancares - Courel,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",-3.0,""-3,0"""
"Celanova - Limia,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",1.7,""1,7"""
"Costa da Morte,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",-0.9,""-0,9"""
"Deza - Tabeir—s,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",3.4,""3,4"""
"Ferrolterra,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",-3.5,""-3,5"""
"Lugo e a Terra Ch‡,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",0.0,""0,0"""
"Manzaneda - Trevinca,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",0.7,""0,7"""
"Mari–a Lucense,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",0.0,""0,0"""
"O Ribeiro,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",-0.9,""-0,9"""
"R’a de Arousa,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",0.7,""0,7"""
"R’a de Muros e Noia,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",5.8,""5,8"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",-0.2,""-0,2"""
"R’a e Terras de Pontevedra,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",1.0,""1,0"""
"Ribeira Sacra,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",0.1,""0,1"""
"Terras de Ourense e Allariz,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",1.0,""1,0"""
"Terras de Santiago,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",0.4,""0,4"""
"Ver’n - Viana,""Indicador Estacional (2)"",""F—ra de Galicia"",2015,""2015"",1.6,""1,6"""
"Galicia,""Noites"",""Todas"",2016,""2016"",10064711,""10.064.711"""
"A Coru–a e As Mari–as,""Noites"",""Todas"",2016,""2016"",1226618,""1.226.618"""
"Ancares - Courel,""Noites"",""Todas"",2016,""2016"",73295,""73.295"""
"Celanova - Limia,""Noites"",""Todas"",2016,""2016"",63261,""63.261"""
"Costa da Morte,""Noites"",""Todas"",2016,""2016"",333874,""333.874"""
"Deza - Tabeir—s,""Noites"",""Todas"",2016,""2016"",102693,""102.693"""
"Ferrolterra,""Noites"",""Todas"",2016,""2016"",409176,""409.176"""
"Lugo e a Terra Ch‡,""Noites"",""Todas"",2016,""2016"",566865,""566.865"""
"Manzaneda - Trevinca,""Noites"",""Todas"",2016,""2016"",82447,""82.447"""
"Mari–a Lucense,""Noites"",""Todas"",2016,""2016"",381855,""381.855"""
"O Ribeiro,""Noites"",""Todas"",2016,""2016"",121524,""121.524"""
"R’a de Arousa,""Noites"",""Todas"",2016,""2016"",1971593,""1.971.593"""
"R’a de Muros e Noia,""Noites"",""Todas"",2016,""2016"",123520,""123.520"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""Todas"",2016,""2016"",1438765,""1.438.765"""
"R’a e Terras de Pontevedra,""Noites"",""Todas"",2016,""2016"",563100,""563.100"""
"Ribeira Sacra,""Noites"",""Todas"",2016,""2016"",331259,""331.259"""
"Terras de Ourense e Allariz,""Noites"",""Todas"",2016,""2016"",324404,""324.404"""
"Terras de Santiago,""Noites"",""Todas"",2016,""2016"",1888868,""1.888.868"""
"Ver’n - Viana,""Noites"",""Todas"",2016,""2016"",61596,""61.596"""
"Galicia,""Indicador ‡rea"",""Todas"",2016,""2016"",340,""340"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""Todas"",2016,""2016"",1303,""1.303"""
"Ancares - Courel,""Indicador ‡rea"",""Todas"",2016,""2016"",34,""34"""
"Celanova - Limia,""Indicador ‡rea"",""Todas"",2016,""2016"",36,""36"""
