"year","scientificname","commonname","total_catch","total_biomass"
1992,"Leucoraja naevus","Cuckoo ray",0,0
1992,"Limanda ferruginea","Yellowtail Flounder",10800,22000
1992,"Limanda limanda","Dab",1910,0
1992,"Lophius budegassa","Black bellied angler",2110,0
1992,"Lophius piscatorius","White anglerfish",16980,61380
1992,"Macrourus berglax","Roughhead grenadier",431,0
1992,"Mallotus villosus","Capelin",1908000,5150000
1992,"Melanogrammus aeglefinus","Haddock",265674,1291300
1992,"Merlangius merlangus","Whiting",137388,435900
1992,"Merluccius merluccius","Hake",70900,87200
1992,"Micromesistius poutassou","Blue whiting",475000,3540000
1992,"Microstomus kitt","Lemon sole",0,0
1992,"Molva dypterygia","Blue ling",16300,0
1992,"Molva molva","Ling",40820,15600
1992,"Mullus surmuletus","Striped red mullet",1240,0
1992,"Nephrops norvegicus","Norway lobster",41723,0
1992,"Pagellus bogaraveo","Red seabream",2061,0
1992,"Pandalus borealis","Northern shrimp",83160,34601.83
1992,"Platichthys flesus","European flounder",6325,0
1992,"Pleuronectes platessa","European Plaice",201212,461480.885
1992,"Pollachius pollachius","European pollack",1960,0
1992,"Pollachius virens","Pollock",280500,901000
1992,"Pollachius virens","Pollock or saithe",79600,288000
1992,"Raja undulata","Undulate ray",0,0
1992,"Reinhardtius hippoglossoides","Greenland halibut",35533700,538000
1992,"Sardina pilchardus","European pilchard",130000,851000
1992,"Sardina pilchardus","Sardine",24200,0
1992,"Scomber scombrus","Mackerel",761000,3880000
1992,"Scophthalmus maximus","Turbot",309,0
1992,"Scophthalmus rhombus","Brill",28,0
1992,"Sebastes mentella","Beaked Redfish",116420,1.65
1992,"Sebastes mentella","Deepwater Redfish",15600,289000
1992,"Sebastes norvegicus","Golden Redfish",71900,426000
1992,"Sebastes spp","Redfish species",70900,185700
1992,"Solea solea","Common sole",42400,189990
1992,"Sprattus sprattus","Sprat",309810,4150000
1992,"Squalus acanthias","Spurdog",29000,50600
1992,"Squatina squatina","Angel shark",1,0
1992,"Trachurus picturatus","Blue jack mackerel",2120,0
1992,"Trachurus trachurus","Horse mackerel",436900,4110000
1992,"Trisopterus esmarkii","Norway pout",307160,490000
1992,"Urophycis tenuis","White hake",2870,0
1993,"Amblyraja radiata","Starry ray",0,0
1993,"Amblyraja radiata","Thorny skate",6100,0
1993,"Ammodytes spp","Sand eel",592316,1638000
1993,"Aphanopus carbo","Black scabbardfish",9.54,0
1993,"Argentina silus","Greater silver smelt",13844,0
1993,"Beryx spp","Beryx spp",729,0
1993,"Brosme brosme","Tusk",34700,32100
1993,"Capros aper","Boarfish",0,1.01
1993,"Centrophorus squamosus","Leafscale gulper shark",5150,0
1993,"Cetorhinus maximus","Basking shark",1370,0
1993,"Clupea harengus","Herring",1594810,13429300
1993,"Coryphaenoides rupestris","Roundnose grenadier",17096,0
1993,"Dalatias licha","Kitefin shark",602,0
1993,"Dicentrarchus labrax","European seabass",694,16700
1993,"Engraulis encrasicolus","Anchovy",42380,75000
1993,"Eutrigla gurnardus","Grey gurnard",0,0
1993,"Gadus morhua","Atlantic Cod",10400,21000
1993,"Gadus morhua","Atlantic cod",1153656,3621010
1993,"Glyptocephalus cynoglossus","Witch flounder",2670,0
1993,"Hippoglossoides platessoides","American Plaice",8691,51400
1993,"Hoplostethus atlanticus","Orange roughy",2950,0
1993,"Lamna nasus","Porbeagle shark",862,0
1993,"Lepidorhombus boscii","Fourspotted megrim",1820,6010
1993,"Lepidorhombus spp","Megrim spp",925,0
1993,"Lepidorhombus spp","Megrim spp.",5110,0
1993,"Lepidorhombus whiffiagonis","Megrim",18421,73870
1993,"Leucoraja naevus","Cuckoo ray",0,0
1993,"Limanda ferruginea","Yellowtail Flounder",13600,20500
1993,"Limanda limanda","Dab",1730,0
1993,"Lophius budegassa","Black bellied angler",2230,0
1993,"Lophius piscatorius","White anglerfish",17230,63850
1993,"Macrourus berglax","Roughhead grenadier",206,0
1993,"Mallotus villosus","Capelin",1766000,796000
1993,"Melanogrammus aeglefinus","Haddock",335734,1654690
1993,"Merlangius merlangus","Whiting",137958,413300
1993,"Merluccius merluccius","Hake",64300,75700
1993,"Micromesistius poutassou","Blue whiting",475000,3420000
1993,"Microstomus kitt","Lemon sole",0,0
1993,"Molva dypterygia","Blue ling",15590,0
1993,"Molva molva","Ling",43160,15200
1993,"Mullus surmuletus","Striped red mullet",1100,0
1993,"Mustelus spp","Smooth-hound",0,0
1993,"Nephrops norvegicus","Norway lobster",53946,0
1993,"Pagellus bogaraveo","Red seabream",2027,0
1993,"Pandalus borealis","Northern shrimp",70570,38701.46
1993,"Platichthys flesus","European flounder",6637,0
1993,"Pleuronectes platessa","European Plaice",170221,409780.802
1993,"Pollachius pollachius","European pollack",1510,0
1993,"Pollachius virens","Pollock",321500,1022000
1993,"Pollachius virens","Pollock or saithe",71500,231000
1993,"Raja brachyura","Blonde ray",0,0
1993,"Raja clavata","Thornback skate",0,0
1993,"Raja microocellata","Smalleyed ray",0,0
1993,"Raja montagui","Spotted ray",0,0
1993,"Raja undulata","Undulate ray",0,0
1993,"Reinhardtius hippoglossoides","Greenland halibut",41228210,569000
1993,"Sardina pilchardus","European pilchard",142000,962000
1993,"Sardina pilchardus","Sardine",19600,0
1993,"Scomber scombrus","Mackerel",825000,3650000
1993,"Scophthalmus maximus","Turbot",349,0
1993,"Scophthalmus rhombus","Brill",35,0
1993,"Scyliorhinus canicula","Lesser spotted dogfish",0,0
1993,"Sebastes mentella","Beaked Redfish",182100,1.66
1993,"Sebastes mentella","Deepwater Redfish",12800,305000
1993,"Sebastes norvegicus","Golden Redfish",66900,409000
1993,"Sebastes spp","Redfish species",51100,133900
1993,"Solea solea","Common sole",45120,175740
1993,"Sprattus sprattus","Sprat",402510,4230000
1993,"Squalus acanthias","Spurdog",25600,47800
1993,"Squatina squatina","Angel shark",1,0
1993,"Trachurus picturatus","Blue jack mackerel",3020,0
1993,"Trachurus trachurus","Horse mackerel",498100,3660000
1993,"Trisopterus esmarkii","Norway pout",188340,286000
1993,"Urophycis tenuis","White hake",1760,0
1994,"Amblyraja radiata","Starry ray",0,0
1994,"Amblyraja radiata","Thorny skate",9720,0
1994,"Ammodytes spp","Sand eel",882270,2068000
1994,"Aphanopus carbo","Black scabbardfish",7.57,0
1994,"Argentina silus","Greater silver smelt",16609,0
1994,"Beryx spp","Beryx spp",1490,0
1994,"Brosme brosme","Tusk",29448,31800
1994,"Capros aper","Boarfish",0,1.24
1994,"Centrophorus squamosus","Leafscale gulper shark",6460,0
1994,"Cetorhinus maximus","Basking shark",1080,0
1994,"Clupea harengus","Herring",1764130,15038900
1994,"Coryphaenoides rupestris","Roundnose grenadier",12039,0
1994,"Dalatias licha","Kitefin shark",320,0
1994,"Dicentrarchus labrax","European seabass",863,18700
1994,"Engraulis encrasicolus","Anchovy",37990,49600
1994,"Eutrigla gurnardus","Grey gurnard",0,0
1994,"Gadus morhua","Atlantic Cod",10600,26300
1994,"Gadus morhua","Atlantic cod",1344343,3629900
1994,"Glyptocephalus cynoglossus","Witch flounder",2700,0
1994,"Hippoglossoides platessoides","American Plaice",898,29970
1994,"Hoplostethus atlanticus","Orange roughy",2810,0
1994,"Lamna nasus","Porbeagle shark",1050,0
1994,"Lepidorhombus boscii","Fourspotted megrim",1920,6400
1994,"Lepidorhombus spp","Megrim spp",1050,0
1994,"Lepidorhombus spp","Megrim spp.",5200,0
1994,"Lepidorhombus whiffiagonis","Megrim",17492,71690
1994,"Leucoraja naevus","Cuckoo ray",0,0
1994,"Limanda ferruginea","Yellowtail Flounder",2070,14700
1994,"Limanda limanda","Dab",3110,0
1994,"Lophius budegassa","Black bellied angler",1580,0
1994,"Lophius piscatorius","White anglerfish",19210,75690
1994,"Macrourus berglax","Roughhead grenadier",10,0
1994,"Mallotus villosus","Capelin",864000,2e+05
1994,"Melanogrammus aeglefinus","Haddock",392099,1812800
1994,"Merlangius merlangus","Whiting",123030,393850
1994,"Merluccius merluccius","Hake",62500,65300
1994,"Micromesistius poutassou","Blue whiting",458000,3400000
1994,"Microstomus kitt","Lemon sole",0,0
1994,"Molva dypterygia","Blue ling",7940,0
1994,"Molva molva","Ling",43850,15100
1994,"Mullus surmuletus","Striped red mullet",1020,0
1994,"Mustelus spp","Smooth-hound",0,0
1994,"Nephrops norvegicus","Norway lobster",53684,0
1994,"Pagellus bogaraveo","Red seabream",2124,0
1994,"Pandalus borealis","Northern shrimp",41060,40801.38
1994,"Platichthys flesus","European flounder",9809,0
1994,"Pleuronectes platessa","European Plaice",152452,352000.657
1994,"Pollachius pollachius","European pollack",1960,0
1994,"Pollachius virens","Pollock",307200,953000
1994,"Pollachius virens","Pollock or saithe",63600,187000
1994,"Raja brachyura","Blonde ray",0,0
1994,"Raja clavata","Thornback skate",0,0
1994,"Raja microocellata","Smalleyed ray",0,0
1994,"Raja montagui","Spotted ray",0,0
1994,"Raja undulata","Undulate ray",0,0
1994,"Reinhardtius hippoglossoides","Greenland halibut",37222280,579000
1994,"Sardina pilchardus","European pilchard",137000,810000
1994,"Sardina pilchardus","Sardine",24200,0
1994,"Scomber scombrus","Mackerel",819000,3120000
1994,"Scophthalmus maximus","Turbot",352,0
1994,"Scophthalmus rhombus","Brill",63,0
1994,"Scyliorhinus canicula","Lesser spotted dogfish",0,0
1994,"Sebastes mentella","Beaked Redfish",224700,1.65
1994,"Sebastes mentella","Deepwater Redfish",12700,481000
1994,"Sebastes norvegicus","Golden Redfish",60500,396000
1994,"Sebastes spp","Redfish species",18040,154400
1994,"Solea solea","Common sole",46979,156010
1994,"Sprattus sprattus","Sprat",707520,3350000
1994,"Squalus acanthias","Spurdog",20900,45100
1994,"Squatina squatina","Angel shark",1,0
1994,"Trachurus picturatus","Blue jack mackerel",2850,0
1994,"Trachurus trachurus","Horse mackerel",446030,3240000
1994,"Trisopterus esmarkii","Norway pout",198100,229000
1994,"Urophycis tenuis","White hake",675,0
1995,"Amblyraja radiata","Starry ray",0,0
1995,"Amblyraja radiata","Thorny skate",9190,0
1995,"Ammodytes spp","Sand eel",903580,2865000
1995,"Aphanopus carbo","Black scabbardfish",8.29,0
1995,"Argentina silus","Greater silver smelt",26680,0
1995,"Beryx spp","Beryx spp",817,0
1995,"Brosme brosme","Tusk",28308,31400
1995,"Capros aper","Boarfish",0,1.02
1995,"Centrophorus squamosus","Leafscale gulper shark",6510,0
1995,"Cetorhinus maximus","Basking shark",629,0
1995,"Clupea harengus","Herring",2162580,15469600
1995,"Coryphaenoides rupestris","Roundnose grenadier",12510,0
1995,"Dalatias licha","Kitefin shark",328,0
1995,"Dicentrarchus labrax","European seabass",798,20200
1995,"Engraulis encrasicolus","Anchovy",43100,42500
1995,"Eutrigla gurnardus","Grey gurnard",0,0
1995,"Gadus morhua","Atlantic Cod",11700,26000
1995,"Gadus morhua","Atlantic cod",1329607,3414640
1995,"Glyptocephalus cynoglossus","Witch flounder",2810,0
1995,"Hippoglossoides platessoides","American Plaice",805,30200
1995,"Hoplostethus atlanticus","Orange roughy",2310,0
1995,"Lamna nasus","Porbeagle shark",827,0
1995,"Lepidorhombus boscii","Fourspotted megrim",2060,5910
1995,"Lepidorhombus spp","Megrim spp",816,0
1995,"Lepidorhombus spp","Megrim spp.",6180,0
1995,"Lepidorhombus whiffiagonis","Megrim",18758,77320
1995,"Leucoraja naevus","Cuckoo ray",0,0
1995,"Limanda ferruginea","Yellowtail Flounder",67,20500
1995,"Limanda limanda","Dab",2940,0
1995,"Lophius budegassa","Black bellied angler",1840,0
1995,"Lophius piscatorius","White anglerfish",22840,82580
1995,"Macrourus berglax","Roughhead grenadier",7,0
1995,"Mallotus villosus","Capelin",930000,193000
1995,"Melanogrammus aeglefinus","Haddock",400884,1792740
1995,"Merlangius merlangus","Whiting",126552,366140
1995,"Merluccius merluccius","Hake",71900,73000
1995,"Micromesistius poutassou","Blue whiting",505000,3350000
1995,"Microstomus kitt","Lemon sole",0,0
1995,"Molva dypterygia","Blue ling",9010,0
1995,"Molva molva","Ling",49890,14900
1995,"Mullus surmuletus","Striped red mullet",1040,0
1995,"Mustelus spp","Smooth-hound",0,0
1995,"Nephrops norvegicus","Norway lobster",58356,0
1995,"Pagellus bogaraveo","Red seabream",2070,0
1995,"Pandalus borealis","Northern shrimp",44670,38901.71
1995,"Platichthys flesus","European flounder",14288,0
1995,"Pleuronectes platessa","European Plaice",136989,349600.571
1995,"Pollachius pollachius","European pollack",1680,0
1995,"Pollachius virens","Pollock",336200,1151000
1995,"Pollachius virens","Pollock or saithe",48300,153000
1995,"Raja brachyura","Blonde ray",0,0
1995,"Raja clavata","Thornback skate",0,0
1995,"Raja microocellata","Smalleyed ray",0,0
1995,"Raja montagui","Spotted ray",0,0
1995,"Raja undulata","Undulate ray",0,0
1995,"Reinhardtius hippoglossoides","Greenland halibut",36323210,592800
1995,"Sardina pilchardus","European pilchard",125000,672000
1995,"Sardina pilchardus","Sardine",18200,0
1995,"Scomber scombrus","Mackerel",756000,3100000
1995,"Scophthalmus maximus","Turbot",300,0
1995,"Scophthalmus rhombus","Brill",160,0
1995,"Scyliorhinus canicula","Lesser spotted dogfish",0,0
1995,"Sebastes mentella","Beaked Redfish",225219,1.65
1995,"Sebastes mentella","Deepwater Redfish",10300,527000
1995,"Sebastes norvegicus","Golden Redfish",59800,412000
1995,"Sebastes spp","Redfish species",16390,131700
1995,"Solea solea","Common sole",43838,129810
1995,"Sprattus sprattus","Sprat",765640,3808000
1995,"Squalus acanthias","Spurdog",21300,43300
1995,"Squatina squatina","Angel shark",2,0
1995,"Trachurus picturatus","Blue jack mackerel",3150,0
1995,"Trachurus trachurus","Horse mackerel",580900,2970000
1995,"Trisopterus esmarkii","Norway pout",256400,673000
1995,"Urophycis tenuis","White hake",702,0
1996,"Amblyraja radiata","Starry ray",0,0
1996,"Amblyraja radiata","Thorny skate",6720,0
1996,"Ammodytes spp","Sand eel",810170,1761000
1996,"Aphanopus carbo","Black scabbardfish",7.81,0
1996,"Argentina silus","Greater silver smelt",23371,0
1996,"Beryx spp","Beryx spp",1780,0
1996,"Brosme brosme","Tusk",28227,30100
1996,"Capros aper","Boarfish",0,1.07
1996,"Centrophorus squamosus","Leafscale gulper shark",7170,0
1996,"Cetorhinus maximus","Basking shark",793,0
1996,"Clupea harengus","Herring",2077600,15236500
1996,"Coryphaenoides rupestris","Roundnose grenadier",12435,0
1996,"Dalatias licha","Kitefin shark",220,0
1996,"Dicentrarchus labrax","European seabass",956,21000
1996,"Engraulis encrasicolus","Anchovy",38990,48800
1996,"Eutrigla gurnardus","Grey gurnard",0,0
1996,"Gadus morhua","Atlantic Cod",12700,26400
1996,"Gadus morhua","Atlantic cod",1372970,3220470
1996,"Glyptocephalus cynoglossus","Witch flounder",2790,0
1996,"Hippoglossoides platessoides","American Plaice",1047,27880
1996,"Hoplostethus atlanticus","Orange roughy",2430,0
1996,"Lamna nasus","Porbeagle shark",628,0
1996,"Lepidorhombus boscii","Fourspotted megrim",1470,5200
1996,"Lepidorhombus spp","Megrim spp",843,0
1996,"Lepidorhombus spp","Megrim spp.",6900,0
1996,"Lepidorhombus whiffiagonis","Megrim",18473,69250
1996,"Leucoraja naevus","Cuckoo ray",0,0
1996,"Limanda ferruginea","Yellowtail Flounder",232,31200
1996,"Limanda limanda","Dab",2230,0
1996,"Lophius budegassa","Black bellied angler",1630,0
1996,"Lophius piscatorius","White anglerfish",26260,78120
1996,"Macrourus berglax","Roughhead grenadier",35,0
1996,"Mallotus villosus","Capelin",1570000,503000
1996,"Melanogrammus aeglefinus","Haddock",480799,1689190
1996,"Merlangius merlangus","Whiting",100815,349810
1996,"Merluccius merluccius","Hake",58800,66200
1996,"Micromesistius poutassou","Blue whiting",621000,3710000
1996,"Microstomus kitt","Lemon sole",0,0
1996,"Molva dypterygia","Blue ling",9790,0
1996,"Molva molva","Ling",50920,14900
1996,"Mullus surmuletus","Striped red mullet",1630,0
1996,"Mustelus spp","Smooth-hound",0,0
1996,"Nephrops norvegicus","Norway lobster",50418.5,0
1996,"Pagellus bogaraveo","Red seabream",2080,0
1996,"Pandalus borealis","Northern shrimp",54380,38201.86
1996,"Platichthys flesus","European flounder",16510,0
1996,"Pleuronectes platessa","European Plaice",148708,337990.674
1996,"Pollachius pollachius","European pollack",1350,0
1996,"Pollachius virens","Pollock",320000,1210000
1996,"Pollachius virens","Pollock or saithe",39400,149000
1996,"Raja brachyura","Blonde ray",0,0
1996,"Raja clavata","Thornback skate",0,0
1996,"Raja microocellata","Smalleyed ray",0,0
1996,"Raja montagui","Spotted ray",0,0
1996,"Raja undulata","Undulate ray",0,0
1996,"Reinhardtius hippoglossoides","Greenland halibut",35929460,612800
1996,"Sardina pilchardus","European pilchard",117000,538000
1996,"Sardina pilchardus","Sardine",10300,0
1996,"Scomber scombrus","Mackerel",563000,2830000
1996,"Scophthalmus maximus","Turbot",209,0
1996,"Scophthalmus rhombus","Brill",62,0
1996,"Scyliorhinus canicula","Lesser spotted dogfish",1100,0
1996,"Sebastes mentella","Beaked Redfish",216230,1.58
1996,"Sebastes mentella","Deepwater Redfish",8080,652000
1996,"Sebastes norvegicus","Golden Redfish",53900,413000
1996,"Sebastes spp","Redfish species",7141,174100
1996,"Solea solea","Common sole",35623,108890
1996,"Sprattus sprattus","Sprat",552020,4015000
1996,"Squalus acanthias","Spurdog",17300,41800
1996,"Squatina squatina","Angel shark",1,0
1996,"Trachurus picturatus","Blue jack mackerel",2920,0
1996,"Trachurus trachurus","Horse mackerel",461200,2620000
1996,"Trisopterus esmarkii","Norway pout",162320,398000
1996,"Urophycis tenuis","White hake",702,0
1997,"Amblyraja radiata","Starry ray",0,0
1997,"Amblyraja radiata","Thorny skate",12900,0
1997,"Ammodytes spp","Sand eel",1228480,4540000
1997,"Aphanopus carbo","Black scabbardfish",6.83,0
1997,"Argentina silus","Greater silver smelt",22882,0
1997,"Beryx spp","Beryx spp",545,0
1997,"Brosme brosme","Tusk",22356,29000
1997,"Capros aper","Boarfish",0,0.863
1997,"Centrophorus squamosus","Leafscale gulper shark",8180,0
1997,"Cetorhinus maximus","Basking shark",471,0
1997,"Clupea harengus","Herring",2269250,14739400
1997,"Coryphaenoides rupestris","Roundnose grenadier",19136,0
1997,"Dalatias licha","Kitefin shark",156,0
1997,"Dicentrarchus labrax","European seabass",742,20600
1997,"Engraulis encrasicolus","Anchovy",27600,47100
1997,"Eutrigla gurnardus","Grey gurnard",0,0
1997,"Gadus morhua","Atlantic Cod",12000,23400
1997,"Gadus morhua","Atlantic cod",1416379,3280772.28
1997,"Galeus melastomus","Blackmouth dogfish",20,0
1997,"Glyptocephalus cynoglossus","Witch flounder",3490,0
1997,"Hippoglossoides platessoides","American Plaice",1478,25890
1997,"Hoplostethus atlanticus","Orange roughy",1740,0
1997,"Lamna nasus","Porbeagle shark",633,0
1997,"Lepidorhombus boscii","Fourspotted megrim",1200,4420
1997,"Lepidorhombus spp","Megrim spp",1010,0
1997,"Lepidorhombus spp","Megrim spp.",6330,0
1997,"Lepidorhombus whiffiagonis","Megrim",17708,78480
1997,"Leucoraja naevus","Cuckoo ray",0,0
1997,"Limanda ferruginea","Yellowtail Flounder",658,45300
1997,"Limanda limanda","Dab",1250,0
1997,"Lophius budegassa","Black bellied angler",1810,0
1997,"Lophius piscatorius","White anglerfish",26720,74390
1997,"Macrourus berglax","Roughhead grenadier",48,0
1997,"Mallotus villosus","Capelin",1251000,909000
1997,"Melanogrammus aeglefinus","Haddock",415176,1413980
1997,"Merlangius merlangus","Whiting",79177,391900
1997,"Merluccius merluccius","Hake",53300,57300
1997,"Micromesistius poutassou","Blue whiting",640000,5390000
1997,"Microstomus kitt","Lemon sole",0,0
1997,"Molva dypterygia","Blue ling",11400,0
1997,"Molva molva","Ling",45080,15200
1997,"Mullus surmuletus","Striped red mullet",1570,0
1997,"Mustelus spp","Smooth-hound",0,0
1997,"Nephrops norvegicus","Norway lobster",55529.1,0
1997,"Pagellus bogaraveo","Red seabream",2101,0
1997,"Pandalus borealis","Northern shrimp",54200,41202.07
1997,"Platichthys flesus","European flounder",15326,0
1997,"Pleuronectes platessa","European Plaice",200152,403140.772
1997,"Pollachius pollachius","European pollack",1380,0
1997,"Pollachius virens","Pollock",286300,1270000
1997,"Pollachius virens","Pollock or saithe",36700,156000
1997,"Raja brachyura","Blonde ray",0,0
1997,"Raja clavata","Thornback skate",0,0
1997,"Raja microocellata","Smalleyed ray",0,0
1997,"Raja montagui","Spotted ray",0,0
1997,"Raja undulata","Undulate ray",0,0
1997,"Reinhardtius hippoglossoides","Greenland halibut",30324790,615900
1997,"Sardina pilchardus","European pilchard",116000,477000
1997,"Sardina pilchardus","Sardine",12200,0
1997,"Scomber scombrus","Mackerel",573000,2840000
1997,"Scophthalmus maximus","Turbot",220,0
1997,"Scophthalmus rhombus","Brill",26,0
1997,"Scyliorhinus canicula","Lesser spotted dogfish",2127,0
1997,"Sebastes mentella","Beaked Redfish",160899,1.43
1997,"Sebastes mentella","Deepwater Redfish",8600,698000
1997,"Sebastes norvegicus","Golden Redfish",56700,406800
1997,"Sebastes spp","Redfish species",2930,178000
1997,"Solea solea","Common sole",28079,109570
1997,"Sprattus sprattus","Sprat",660080,4230000
1997,"Squalus acanthias","Spurdog",15300,41000
1997,"Squatina squatina","Angel shark",2,0
1997,"Trachurus picturatus","Blue jack mackerel",2920,0
1997,"Trachurus trachurus","Horse mackerel",584000,2390000
1997,"Trisopterus esmarkii","Norway pout",166560,647000
1997,"Urophycis tenuis","White hake",742,0
1998,"Amblyraja radiata","Starry ray",0,0
1998,"Amblyraja radiata","Thorny skate",10800,0
1998,"Ammodytes spp","Sand eel",1010866,1833000
1998,"Aphanopus carbo","Black scabbardfish",5.96,0
1998,"Argentina silus","Greater silver smelt",33400,0
1998,"Beryx spp","Beryx spp",579,0
1998,"Brosme brosme","Tusk",28996,28600
1998,"Capros aper","Boarfish",0,1.23
1998,"Centrophorus squamosus","Leafscale gulper shark",7710,0
1998,"Cetorhinus maximus","Basking shark",56,0
1998,"Clupea harengus","Herring",2211510,13795400
1998,"Coryphaenoides rupestris","Roundnose grenadier",22186,0
1998,"Dalatias licha","Kitefin shark",46,0
1998,"Dicentrarchus labrax","European seabass",683,20800
1998,"Engraulis encrasicolus","Anchovy",42600,96200
1998,"Eutrigla gurnardus","Grey gurnard",0,0
1998,"Gadus morhua","Atlantic Cod",11400,19700
1998,"Gadus morhua","Atlantic cod",1237001,2629321.89
1998,"Galeus melastomus","Blackmouth dogfish",22,0
1998,"Glyptocephalus cynoglossus","Witch flounder",3790,0
1998,"Hippoglossoides platessoides","American Plaice",1753,27020
1998,"Hoplostethus atlanticus","Orange roughy",1690,0
1998,"Lamna nasus","Porbeagle shark",612,0
1998,"Lepidorhombus boscii","Fourspotted megrim",1500,5040
1998,"Lepidorhombus spp","Megrim spp",1090,0
1998,"Lepidorhombus spp","Megrim spp.",5510,0
1998,"Lepidorhombus whiffiagonis","Megrim",20182,80490
1998,"Leucoraja naevus","Cuckoo ray",0,0
1998,"Limanda ferruginea","Yellowtail Flounder",4390,62000
1998,"Limanda limanda","Dab",960,0
1998,"Lophius budegassa","Black bellied angler",2090,0
1998,"Lophius piscatorius","White anglerfish",23480,63680
1998,"Macrourus berglax","Roughhead grenadier",82,0
1998,"Mallotus villosus","Capelin",1103000,2060000
1998,"Melanogrammus aeglefinus","Haddock",357029,1124160
1998,"Merlangius merlangus","Whiting",66734,386790
1998,"Merluccius merluccius","Hake",44460,55000
1998,"Micromesistius poutassou","Blue whiting",1130000,6730000
1998,"Microstomus kitt","Lemon sole",0,0
1998,"Molva dypterygia","Blue ling",11710,0
1998,"Molva molva","Ling",55010,15200
1998,"Mullus surmuletus","Striped red mullet",1340,0
1998,"Mustelus spp","Smooth-hound",0,0
1998,"Nephrops norvegicus","Norway lobster",53716.3,0
1998,"Pagellus bogaraveo","Red seabream",2118,0
1998,"Pandalus borealis","Northern shrimp",75470,37902.13
1998,"Platichthys flesus","European flounder",14767,0
1998,"Pleuronectes platessa","European Plaice",191280,410480.731
1998,"Pollachius pollachius","European pollack",1170,0
1998,"Pollachius virens","Pollock",296400,1313000
1998,"Pollachius virens","Pollock or saithe",30700,154000
1998,"Raja brachyura","Blonde ray",0,0
1998,"Raja clavata","Thornback skate",0,0
1998,"Raja microocellata","Smalleyed ray",0,0
1998,"Raja montagui","Spotted ray",0,0
1998,"Raja undulata","Undulate ray",0,0
1998,"Reinhardtius hippoglossoides","Greenland halibut",20424710,634200
1998,"Sardina pilchardus","European pilchard",109000,386000
1998,"Sardina pilchardus","Sardine",25100,0
1998,"Scomber scombrus","Mackerel",666000,2790000
1998,"Scophthalmus maximus","Turbot",163,0
1998,"Scophthalmus rhombus","Brill",22,0
1998,"Scyliorhinus canicula","Lesser spotted dogfish",2410,0
1998,"Sebastes mentella","Beaked Redfish",151480,1.33
1998,"Sebastes mentella","Deepwater Redfish",14000,771000
1998,"Sebastes norvegicus","Golden Redfish",58600,399900
1998,"Sebastes spp","Redfish species",2770,176000
1998,"Solea solea","Common sole",32163,119930
1998,"Sprattus sprattus","Sprat",671530,3880000
1998,"Squalus acanthias","Spurdog",13900,40700
1998,"Squatina squatina","Angel shark",0,0
1998,"Trachurus picturatus","Blue jack mackerel",2580,0
1998,"Trachurus trachurus","Horse mackerel",397100,2010000
1998,"Trisopterus esmarkii","Norway pout",82190,284000
1998,"Urophycis tenuis","White hake",839,0
1999,"Amblyraja radiata","Starry ray",0,0
1999,"Amblyraja radiata","Thorny skate",13100,0
1999,"Ammodytes spp","Sand eel",743939,1139000
1999,"Aphanopus carbo","Black scabbardfish",5.25,0
1999,"Argentina silus","Greater silver smelt",25328,0
1999,"Beryx spp","Beryx spp",1000,0
1999,"Brosme brosme","Tusk",32544,28700
1999,"Capros aper","Boarfish",0,0.906
1999,"Centrophorus squamosus","Leafscale gulper shark",6480,0
1999,"Cetorhinus maximus","Basking shark",33,0
1999,"Clupea harengus","Herring",2144830,13129100
1999,"Coryphaenoides rupestris","Roundnose grenadier",21710,0
1999,"Dalatias licha","Kitefin shark",45,0
1999,"Dicentrarchus labrax","European seabass",720,21600
1999,"Engraulis encrasicolus","Anchovy",34710,70200
1999,"Eutrigla gurnardus","Grey gurnard",0,0
1999,"Gadus morhua","Atlantic Cod",8590,16100
1999,"Gadus morhua","Atlantic cod",1057327,2392741.69
1999,"Galeus melastomus","Blackmouth dogfish",22,0
1999,"Glyptocephalus cynoglossus","Witch flounder",4020,0
1999,"Hippoglossoides platessoides","American Plaice",2688,28050
1999,"Hoplostethus atlanticus","Orange roughy",1680,0
1999,"Lamna nasus","Porbeagle shark",498,0
1999,"Lepidorhombus boscii","Fourspotted megrim",1440,4560
1999,"Lepidorhombus spp","Megrim spp",866,0
1999,"Lepidorhombus spp","Megrim spp.",4830,0
1999,"Lepidorhombus whiffiagonis","Megrim",16986,68710
1999,"Leucoraja naevus","Cuckoo ray",0,0
1999,"Limanda ferruginea","Yellowtail Flounder",6890,76300
1999,"Limanda limanda","Dab",1070,0
1999,"Lophius budegassa","Black bellied angler",1880,0
1999,"Lophius piscatorius","White anglerfish",20730,58470
1999,"Macrourus berglax","Roughhead grenadier",151,0
1999,"Mallotus villosus","Capelin",1037000,2780000
1999,"Melanogrammus aeglefinus","Haddock",296769,2040400
1999,"Merlangius merlangus","Whiting",98006,559120
1999,"Merluccius merluccius","Hake",48890,60500
1999,"Micromesistius poutassou","Blue whiting",1260000,7080000
1999,"Microstomus kitt","Lemon sole",0,0
1999,"Molva dypterygia","Blue ling",14320,0
1999,"Molva molva","Ling",43510,14200
1999,"Mullus surmuletus","Striped red mullet",236,0
1999,"Mustelus spp","Smooth-hound",0,0
1999,"Nephrops norvegicus","Norway lobster",59555,0
